node_id,j_real,j_imag
86,0.7804613975181144,0.48555009577746316
87,0.06188056966769385,0.5466811026900974
88,0.9630215707503956,0.6327142500208212
89,0.04605646706088115,0.5927375697509786
90,0.9760139918380945,0.9885067044224203
91,0.5760806196385442,0.6192221204297493
92,0.6688598317648039,0.7713833597068377
93,0.06679436995086199,0.4887149162988257
94,0.43541267593903554,0.8893978512534355
95,0.3401349212959107,0.23994336636961772
96,0.3089864245856584,0.1264262513533772
97,0.26559506954276674,0.8860664612309486
98,0.6254684767219122,0.632630965270259
99,0.9038061131006913,0.8624135920712918
100,0.17631381694011827,0.20013325560089948
101,0.8782376946781044,0.6337136670275673
102,0.2595985675022903,0.8051136836845174
103,0.06846006496210544,0.6580328141917215
104,0.3604564004330807,0.6822686766053135
105,0.6200549679353711,0.5263596235529274
106,0.9960856167235779,0.3590405596735238
107,0.8475889064712251,0.849004747230782
108,0.8475889064712251,0.15099525276921796
109,0.9960856167235779,0.6409594403264762
110,0.6200549679353711,0.4736403764470725
111,0.3604564004330807,0.31773132339468646
112,0.06846006496210544,0.3419671858082785
113,0.2595985675022903,0.19488631631548264
114,0.8782376946781044,0.36628633297243274
115,0.17631381694011827,0.7998667443991005
116,0.9038061131006913,0.13758640792870824
117,0.6254684767219122,0.367369034729741
118,0.26559506954276674,0.11393353876905139
119,0.3089864245856584,0.8735737486466228
120,0.3401349212959107,0.7600566336303822
121,0.43541267593903554,0.1106021487465645
122,0.25110352294494875,0.2644290830348963
123,0.800116598650787,0.35762471891396685
124,0.09777629715999,0.7457316565336887
125,0.8508370117431499,0.500957774631465
126,0.27550595485966517,0.14599816773548763
127,0.10418922295327726,0.6643624552344466
128,0.10418922295327726,0.3356375447655534
129,0.27550595485966517,0.8540018322645123
130,0.8508370117431499,0.49904222536853504
131,0.09777629715999,0.25426834346631133
132,0.800116598650787,0.6423752810860331
133,0.25110352294494875,0.7355709169651037
134,0.3701174314982927,0.0
135,0.6686932622636795,0.0
136,0.29141334221704007,0.9577746314649788
137,0.29141334221704007,0.042225368535021235
138,0.2815024569001416,0.7006746064795536
139,0.2815024569001416,0.2993253935204464
140,0.23619555259431999,0.08078620804530691
141,0.8719913383859416,0.35495960689597733
142,0.43632880819521946,0.9523611226784375
143,0.915299408678271,0.21520779545265262
144,0.915299408678271,0.7847922045473473
145,0.43632880819521946,0.04763887732156242
146,0.8719913383859416,0.6450403931040226
147,0.23619555259431999,0.9192137919546931
148,0.8340134921295911,0.249271258432581
149,0.8103606229699342,0.2760889481136004
150,0.15807445656700259,0.8819855084534022
151,0.8835679187140835,0.1932206213042392
152,0.052136253851919716,0.9688515032897477
153,0.18439243774464895,0.6038144415757475
154,0.6527858749063047,0.5513450487215791
155,0.9715999000582993,0.21545764970433914
156,0.5683351378362622,0.7556425418505872
157,0.05055384359123844,0.9242108769884234
158,0.24202548513367203,0.480136586990922
159,0.6651120179895061,0.10302323644540684
160,0.12034646456233863,0.6867660531356709
161,0.5361872241192638,0.9759307070875323
162,0.7819605230282335,0.48280169900891146
163,0.7819605230282335,0.5171983009910885
164,0.5361872241192638,0.024069292912467725
165,0.12034646456233863,0.31323394686432915
166,0.6651120179895061,0.8969767635545931
167,0.24202548513367203,0.519863413009078
168,0.05055384359123844,0.07578912301157659
169,0.5683351378362622,0.24435745814941284
170,0.9715999000582993,0.7845423502956609
171,0.6527858749063047,0.4486549512784209
172,0.18439243774464895,0.3961855584242525
173,0.052136253851919716,0.03114849671025235
174,0.8835679187140835,0.8067793786957608
175,0.15807445656700259,0.11801449154659782
176,0.8103606229699342,0.7239110518863996
177,0.8340134921295911,0.750728741567419
178,0.8014491546597818,0.516448738236029
179,0.9853418839010577,0.4090946947613892
180,0.4011826434579828,0.9197135004580661
181,0.21345881569084701,0.13183976013991838
182,0.803031564920463,0.9556092279503623
183,0.03997668026984259,0.31656533688681604
184,0.23986008161905556,0.6753560423086533
185,0.5964853835262763,0.875572582660115
186,0.31023569584409094,0.758973931873074
187,0.14583159823436329,0.4255017906221371
188,0.6022320313150662,0.0
189,0.8409261264262513,0.5211959690180727
190,0.020071624885483468,0.37103356375447655
191,0.7678854001832265,0.06446239693512118
192,0.3834429915882402,0.3171483301407512
193,0.2891646539518614,0.33322228699925044
194,0.48621637378196053,0.4043474639793454
195,0.3369701007745482,0.766719413675356
196,0.9816773548763221,0.6212209544432414
197,0.605979845090364,0.2161239277088365
198,0.10335637544765554,0.9207962022153744
199,0.007745481802282002,0.68634962938286
200,0.12267843757807946,0.40742899975014574
201,0.03722828350129091,0.17639710169068043
202,0.5205296910135754,0.39710169068043644
203,0.40026651120179896,0.5124510702090447
204,0.40026651120179896,0.48754892979095527
205,0.5205296910135754,0.6028983093195636
206,0.03722828350129091,0.8236028983093195
207,0.12267843757807946,0.5925710002498542
208,0.007745481802282002,0.31365037061714
209,0.10335637544765554,0.07920379778462563
210,0.605979845090364,0.7838760722911635
211,0.9816773548763221,0.37877904555675856
212,0.3369701007745482,0.23328058632464396
213,0.48621637378196053,0.5956525360206546
214,0.2891646539518614,0.6667777130007496
215,0.3834429915882402,0.6828516698592487
216,0.7678854001832265,0.9355376030648789
217,0.020071624885483468,0.6289664362455234
218,0.8409261264262513,0.4788040309819272
219,0.14583159823436329,0.5744982093778629
220,0.31023569584409094,0.24102606812692595
221,0.5964853835262763,0.12442741733988506
222,0.23986008161905556,0.32464395769134674
223,0.03997668026984259,0.683434663113184
224,0.803031564920463,0.04439077204963771
225,0.21345881569084701,0.8681602398600816
226,0.4011826434579828,0.08028649954193387
227,0.9853418839010577,0.5909053052386108
228,0.8014491546597818,0.483551261763971
229,0.8708253518780711,0.5970683767802115
230,0.15099525276921796,0.7055884067627217
231,0.20612975764137587,0.1768135254434913
232,0.4490713750312318,0.34471558257683016
233,0.7194969601066045,0.5892396102273674
234,0.8425918214374948,0.09036395435995669
235,0.9639377030065795,0.5086199716831848
236,0.8983926043141501,0.3456317148330141
237,0.7685516781877239,0.1028566669442825
238,0.437578079453652,0.45665028733238944
239,0.4311651536603648,0.976763554593154
240,0.4311651536603648,0.023236445406846006
241,0.437578079453652,0.5433497126676106
242,0.7685516781877239,0.8971433330557175
243,0.8983926043141501,0.654368285166986
244,0.9639377030065795,0.4913800283168152
245,0.8425918214374948,0.9096360456400433
246,0.7194969601066045,0.41076038977263263
247,0.4490713750312318,0.6552844174231698
248,0.20612975764137587,0.8231864745565087
249,0.15099525276921796,0.2944115932372783
250,0.8708253518780711,0.4029316232197885
251,0.17606396268843175,0.0
252,0.6527858749063047,0.0
253,0.842175397684684,0.47938702423586244
254,0.842175397684684,0.5206129757641376
255,0.7744648954776381,0.8366786041475806
256,0.7440659615224452,0.5015407678854001
257,0.7440659615224452,0.4984592321145998
258,0.7744648954776381,0.16332139585241942
259,0.07004247522278671,0.51303406346298
260,0.0933622053801949,0.00483051553260598
261,0.0933622053801949,0.9951694844673941
262,0.07004247522278671,0.4869659365370201
263,0.14474889647705505,0.7544765553427167
264,0.00241525776630299,0.7493129008078621
265,0.4494045140334805,0.0
266,0.05713333888565004,0.16856833513783626
267,0.4502373615391022,0.516948446739402
268,0.3992670941950529,0.31856417090030814
269,0.5923211459981678,0.36237194969601066
270,0.5923211459981678,0.6376280503039894
271,0.3992670941950529,0.6814358290996918
272,0.4502373615391022,0.483051553260598
273,0.05713333888565004,0.8314316648621637
274,0.00241525776630299,0.25068709919213794
275,0.14474889647705505,0.24552344465728326
276,0.3619555259431998,0.6831848088614975
277,0.7935371033563754,0.2946614474889648
278,0.33830265678354293,0.3669526109769301
279,0.8444240859498626,0.9923378029482802
280,0.4324977096693595,0.05971516615307737
281,0.9747647205796619,0.3342217040059965
282,0.4710585491796452,0.9350378945615058
283,0.3226451236778546,0.2209544432414425
284,0.6113933538769052,0.9291246772715915
285,0.518863996002332,0.9045556758557508
286,0.665528441742317,0.41034396601982176
287,0.13667027567252435,0.0617140001665695
288,0.058965603398017825,0.7982010493878571
289,0.011993004080952777,0.6472057966186391
290,0.46464562338635795,0.918214374947947
291,0.6729407845423503,0.2878320979428667
292,0.3223119846756059,0.41142666777713
293,0.6177229949196302,0.9475306071458316
294,0.19805113683684517,0.7310735404347464
295,0.5357708003664529,0.012242858332639293
296,0.891563254768052,0.9645206962605147
297,0.0956941783959357,0.8567502290330641
298,0.9780128258515866,0.8132755892396102
299,0.20446406263013242,0.579412009661031
300,0.7439826767718831,0.5728325143666195
301,0.13841925543432998,0.8116098942283668
302,0.974348296826851,0.462230365620055
303,0.20596318814025152,0.6646955942366952
304,0.20596318814025152,0.3353044057633047
305,0.974348296826851,0.5377696343799451
306,0.13841925543432998,0.1883901057716332
307,0.7439826767718831,0.42716748563338053
308,0.20446406263013242,0.42058799033896893
309,0.9780128258515866,0.1867244107603898
310,0.0956941783959357,0.14324977096693595
311,0.891563254768052,0.0354793037394853
312,0.5357708003664529,0.9877571416673607
313,0.19805113683684517,0.26892645956525363
314,0.6177229949196302,0.0524693928541684
315,0.3223119846756059,0.58857333222287
316,0.6729407845423503,0.7121679020571333
317,0.46464562338635795,0.08178562505205297
318,0.011993004080952777,0.35279420338136086
319,0.058965603398017825,0.20179895061214292
320,0.13667027567252435,0.9382859998334305
321,0.665528441742317,0.5896560339801782
322,0.518863996002332,0.09544432414424919
323,0.6113933538769052,0.07087532272840844
324,0.3226451236778546,0.7790455567585575
325,0.4710585491796452,0.0649621054384942
326,0.9747647205796619,0.6657782959940035
327,0.4324977096693595,0.9402848338469226
328,0.8444240859498626,0.00766219705171983
329,0.33830265678354293,0.6330473890230699
330,0.7935371033563754,0.7053385525110353
331,0.3619555259431998,0.31681519113850254
332,0.545515116182227,0.7237444823852752
333,0.23694511534937954,0.954026817689681
334,0.833014075122845,0.07179145498459232
335,0.7132506038144416,0.6323811110185725
336,0.5795785791621554,0.11385025401848921
337,0.9948363454651453,0.6959273756975097
338,0.9541933871908054,0.8106937619721829
339,0.6392104605646706,0.8510035812442742
340,0.5286915965686683,0.6353793620388107
341,0.1365037061714,0.33205630049138
342,0.22653452152910802,0.9335387690513867
343,0.4230865328558341,0.3014075122845007
344,0.07337386524527359,0.4800533022403598
345,0.3567918714083451,0.7369867577246606
346,0.9961689014741401,0.7369034729740984
347,0.3093195635879071,0.5997334887982011
348,0.30307320729574416,0.0
349,0.5340218206046473,0.3208128591654868
350,0.6704422420254851,0.9708503373032398
351,0.6377946198051136,0.7379861747314067
352,0.6941783959357042,0.8021154326642792
353,0.9403681185974848,0.013575414341634047
354,0.06954276671941367,0.1192637628050304
355,0.691180144915466,0.8212709252935787
356,0.03023236445406846,0.9301240942783376
357,0.22162072124593987,0.3211459981677355
358,0.49121345881569084,0.9345381860581328
359,0.6466228033647039,0.7593070708753227
360,0.7113350545515116,0.07462313650370617
361,0.08270175730823687,0.7924544015990672
362,0.3020737902889981,0.06038144415757475
363,0.8574997917881236,0.05680019988340135
364,0.8439243774464895,0.7039227117514784
365,0.09602731739818439,0.8814857999500292
366,0.76380444740568,0.9649371200133255
367,0.003664529024735571,0.7847089197967853
368,0.5095361039393687,0.887732156242192
369,0.8831514949612725,0.583243108186891
370,0.2491879736820188,0.277837927875406
371,0.029649371200133254,0.6512034646456234
372,0.9964187557258266,0.38360956108936456
373,0.7284917131673191,0.01615724160906138
374,0.8888981427500625,0.28733238943949363
375,0.8888981427500625,0.7126676105605064
376,0.7284917131673191,0.9838427583909386
377,0.9964187557258266,0.6163904389106355
378,0.029649371200133254,0.3487965353543766
379,0.2491879736820188,0.7221620721245939
380,0.8831514949612725,0.41675689181310904
381,0.5095361039393687,0.11226784375780795
382,0.003664529024735571,0.2152910802032148
383,0.76380444740568,0.03506287998667444
384,0.09602731739818439,0.11851420004997085
385,0.8439243774464895,0.2960772882485217
386,0.8574997917881236,0.9431998001165987
387,0.3020737902889981,0.9396185558424253
388,0.08270175730823687,0.20754559840093278
389,0.7113350545515116,0.9253768634962938
390,0.6466228033647039,0.24069292912467727
391,0.49121345881569084,0.06546181394186724
392,0.22162072124593987,0.6788540018322645
393,0.03023236445406846,0.06987590572166236
394,0.691180144915466,0.17872907470642124
395,0.06954276671941367,0.8807362371949696
396,0.9403681185974848,0.986424585658366
397,0.6941783959357042,0.19788456733572082
398,0.6377946198051136,0.26201382526859335
399,0.6704422420254851,0.029149662696760222
400,0.5340218206046473,0.6791871408345131
401,0.3093195635879071,0.40026651120179896
402,0.9961689014741401,0.2630965270259016
403,0.3567918714083451,0.2630132422753394
404,0.07337386524527359,0.5199466977596402
405,0.4230865328558341,0.6985924877154993
406,0.22653452152910802,0.06646123094861331
407,0.1365037061714,0.66794369950862
408,0.5286915965686683,0.3646206379611893
409,0.6392104605646706,0.14899641875572583
410,0.9541933871908054,0.1893062380278171
411,0.9948363454651453,0.3040726243024902
412,0.5795785791621554,0.8861497459815108
413,0.7132506038144416,0.3676188889814275
414,0.833014075122845,0.9282085450154077
415,0.23694511534937954,0.04597318231031898
416,0.545515116182227,0.2762555176147247
417,0.1609894228366786,0.9821770633796951
418,0.25859915049554427,0.2095444324144249
419,0.6523694511534938,0.6008161905555093
420,0.9171316731906388,0.6827683851086866
421,0.8542516865161989,0.37369867577246607
422,0.9127175814108437,0.39710169068043644
423,0.0020821187640543016,0.6831015241109353
424,0.0867827100857833,0.4353293911884734
425,0.4290830348963105,0.8698259348713251
426,0.21778962272007996,0.47788789872574333
427,0.20946114766386276,0.028816523694511535
428,0.11176813525443491,0.4329141334221704
429,0.8006163071541601,0.6711085200299826
430,0.9741817273257266,0.5365203631215124
431,0.10293995169484467,0.035562588490047474
432,0.8948946447905388,0.17706337969517782
433,0.7866244690597152,0.03514616473723661
434,0.9920046639460315,0.09078037811276755
435,0.5117847922045473,0.9424502373615391
436,0.7292412759223786,0.8941450820354793
437,0.7292412759223786,0.10585491796452069
438,0.5117847922045473,0.0575497626384609
439,0.9920046639460315,0.9092196218872325
440,0.7866244690597152,0.9648538352627634
441,0.8948946447905388,0.8229366203048222
442,0.10293995169484467,0.9644374115099525
443,0.9741817273257266,0.46347963687848753
444,0.8006163071541601,0.3288914799700175
445,0.11176813525443491,0.5670858665778296
446,0.20946114766386276,0.9711834763054885
447,0.21778962272007996,0.5221121012742567
448,0.4290830348963105,0.13017406512867494
449,0.0867827100857833,0.5646706088115266
450,0.0020821187640543016,0.3168984758890647
451,0.9127175814108437,0.6028983093195636
452,0.8542516865161989,0.6263013242275339
453,0.9171316731906388,0.3172316148913134
454,0.6523694511534938,0.3991838094444907
455,0.25859915049554427,0.7904555675855751
456,0.1609894228366786,0.017822936620304822
457,0.6690264012659282,0.1309236278837345
458,0.6690264012659282,0.8690763721162655
459,0.6851836428749896,0.0
460,0.6271341717331557,0.0
461,0.8186890980261514,0.28341800616307156
462,0.5736653618722412,0.5118680769551095
463,0.5736653618722412,0.4881319230448905
464,0.8186890980261514,0.7165819938369284
465,0.5812442741733989,0.11759806779378695
466,0.6915132839177147,0.4955442658449238
467,0.0915299408678271,0.7055051220121595
468,0.0915299408678271,0.2944948779878404
469,0.6915132839177147,0.5044557341550762
470,0.5812442741733989,0.882401932206213
471,0.05913217289914217,0.7259931706504539
472,0.5441825601732323,0.1019405346880986
473,0.7104189222953278,0.01807279087199134
474,0.9561089364537353,0.9234613142333639
475,0.9561089364537353,0.07653868576663612
476,0.7104189222953278,0.9819272091280087
477,0.5441825601732323,0.8980594653119014
478,0.05913217289914217,0.2740068293495461
479,0.4952944115932373,0.573082368618306
480,0.02098775714166736,0.0
481,0.841758973931873,0.6522028816523695
482,0.7751311734821354,0.4389106354626468
483,0.8363454651453319,0.8489214624802198
484,0.5504289164653952,0.226034813025735
485,0.12559340384775547,0.7359873407179145
486,0.31556591988006993,0.9933372199550262
487,0.7950362288664945,0.9606063129840926
488,0.7950362288664945,0.03939368701590739
489,0.31556591988006993,0.006662780044973765
490,0.12559340384775547,0.26401265928208545
491,0.5504289164653952,0.773965186974265
492,0.8363454651453319,0.15107853751978012
493,0.7751311734821354,0.5610893645373533
494,0.841758973931873,0.34779711834763055
495,0.4952944115932373,0.42691763138169403
496,0.17456483717831264,0.34788040309819274
497,0.7874573165653369,0.0662113766969268
498,0.36936786874323313,0.5804114266677771
499,0.2585158657449821,0.06479553593736986
500,0.8310985258599151,0.6864329141334222
501,0.5156991754809694,0.0468060298159407
502,0.406596152244524,0.41675689181310904
503,0.5052052969101357,0.9631048555009578
504,0.5271924710585492,0.493712001332556
505,0.7829599400349796,0.12534354959606897
506,0.009577746314649787,0.08669942533522113
507,0.149079703506288,0.7068376780211544
508,0.3290580494711418,0.5603398017822937
509,0.8057799616890148,0.5976513700341467
510,0.5758307653868576,0.5834096776880153
511,0.16973432164570668,0.8230199050553844
512,0.9164653951861415,0.0843674523194803
513,0.3264762222037145,0.9885899891729825
514,0.8689930873657034,0.863996002331973
515,0.6065628383442991,0.5133672024652286
516,0.4277504788873157,0.08694927958690764
517,0.773965186974265,0.22994919630215707
518,0.2051303406346298,0.22936620304822186
519,0.6603647872074623,0.5899058882318647
520,0.3646206379611893,0.7344049304572333
521,0.7874573165653369,0.9337886233030732
522,0.29982510202381946,0.9297909552760889
523,0.5371866411260098,0.8893145665028733
524,0.9143832764220872,0.3115682518530857
525,0.5419338719080536,0.5117847922045473
526,0.45515116182227033,0.35287748813192304
527,0.9785958191055217,0.8719913383859416
528,0.27858749063046556,0.8776547014241692
529,0.049637711335054555,0.1803947697176647
530,0.5337719663529608,0.8517531439993338
531,0.2334471558257683,0.008911468310152411
532,0.6038144415757475,0.06671108520029982
533,0.7982843341384193,0.9177979511951362
534,0.09411176813525443,0.8899808445073707
535,0.5542600149912551,0.1445823269759307
536,0.5542600149912551,0.8554176730240693
537,0.09411176813525443,0.1100191554926293
538,0.7982843341384193,0.08220204880486383
539,0.6038144415757475,0.9332889147997002
540,0.2334471558257683,0.9910885316898476
541,0.5337719663529608,0.14824685600066628
542,0.049637711335054555,0.8196052302823353
543,0.27858749063046556,0.12234529857583076
544,0.9785958191055217,0.12800866161405847
545,0.45515116182227033,0.647122511868077
546,0.5419338719080536,0.48821520779545263
547,0.9143832764220872,0.6884317481469143
548,0.5371866411260098,0.11068543349712667
549,0.29982510202381946,0.07020904472391105
550,0.3646206379611893,0.26559506954276674
551,0.6603647872074623,0.41009411176813526
552,0.2051303406346298,0.7706337969517781
553,0.773965186974265,0.770050803697843
554,0.4277504788873157,0.9130507204130923
555,0.6065628383442991,0.4866327975347714
556,0.8689930873657034,0.13600399766802698
557,0.3264762222037145,0.011410010827017572
558,0.9164653951861415,0.9156325476805197
559,0.16973432164570668,0.17698009494461564
560,0.5758307653868576,0.4165903223119847
561,0.8057799616890148,0.40234862996585324
562,0.3290580494711418,0.43966019821770636
563,0.149079703506288,0.2931623219788457
564,0.009577746314649787,0.9133005746647789
565,0.7829599400349796,0.874656450403931
566,0.5271924710585492,0.506287998667444
567,0.5052052969101357,0.03689514449904222
568,0.406596152244524,0.583243108186891
569,0.5156991754809694,0.9531939701840593
570,0.8310985258599151,0.31356708586657783
571,0.2585158657449821,0.9352044640626301
572,0.36936786874323313,0.4195885733322229
573,0.17456483717831264,0.6521195969018073
574,0.03822770050803698,0.5864079287082535
575,0.7724660614641459,0.8650787040892812
576,0.8916465395186142,0.5465145331889731
577,0.8083617889564421,0.0
578,0.7786291330057467,0.4541517448155243
579,0.562421920546348,0.8933122345298575
580,0.769634379945032,0.3456317148330141
581,0.7311568251853086,0.23811110185724993
582,0.38202715082868327,0.7951195136170567
583,0.9770966935954026,0.6282168734904638
584,0.36237194969601066,0.16448738236028984
585,0.9176313816940118,0.3032397767968685
586,0.05546764387440659,0.6507037561422504
587,0.17714666444573998,0.19222120429749312
588,0.7678854001832265,0.37286582826684433
589,0.5388523361372533,0.29699342050470556
590,0.6801032730906971,0.09369534438244358
591,0.963687848754893,0.31006912634296663
592,0.9262097110019155,0.6806029815940702
593,0.9296243857749646,0.08070292329474474
594,0.00724577329890897,0.852835845756642
595,0.36903472974098445,0.6436245523444657
596,0.03647872074623137,0.0
597,0.7638877321562422,0.0
598,0.3622053801948863,0.2877488131923045
599,0.04130923627883735,0.9256267177479803
600,0.424002665112018,0.9285416840176564
601,0.4668110269009744,0.6153910219038894
602,0.23036562005496794,0.9571083534604814
603,0.1390022486882652,0.5446822686766053
604,0.7821270925293579,0.4637294911301741
605,0.555675855750812,0.8817356542017156
606,0.6178062796701924,0.7067543932705922
607,0.6928458399267095,0.15199466977596401
608,0.9968351794786374,0.1392521029399517
609,0.47455650870325644,0.7890397268260182
610,0.31015241109352876,0.06512867493961856
611,0.28050303989339553,0.02215374364953777
612,0.32755892396102276,0.2447738819022237
613,0.5747480636295494,0.5989839260431415
614,0.6149745981510786,0.6698592487715499
615,0.44049304572332804,0.3637045057050054
616,0.48771549929207964,0.7430665445156992
617,0.6801032730906971,0.9063046556175565
618,0.2137086699425335,0.7484800533022403
619,0.8365120346464562,0.2972432747563921
620,0.028816523694511535,0.5791621554093446
621,0.32755892396102276,0.7552261180977763
622,0.4848838177729658,0.622470225701674
623,0.2535187807112518,0.7887065878237695
624,0.11276755226118097,0.19422003831098525
625,0.8294328308486716,0.5814941284250854
626,0.8191888065295244,0.6875156158907304
627,0.7724660614641459,0.13492129591071875
628,0.776380444740568,0.6665278587490631
629,0.5630049138002832,0.05355209461147664
630,0.9599400349795952,0.5997334887982011
631,0.9599400349795952,0.40026651120179896
632,0.5630049138002832,0.9464479053885234
633,0.776380444740568,0.33347214125093694
634,0.8191888065295244,0.3124843841092696
635,0.8294328308486716,0.41850587157491465
636,0.11276755226118097,0.8057799616890148
637,0.2535187807112518,0.21129341217623054
638,0.4848838177729658,0.37752977429832596
639,0.028816523694511535,0.42083784459065543
640,0.8365120346464562,0.7027567252436079
641,0.2137086699425335,0.2515199466977596
642,0.38202715082868327,0.2048804863829433
643,0.48771549929207964,0.2569334554843008
644,0.44049304572332804,0.6362954942949945
645,0.6149745981510786,0.33014075122845005
646,0.5747480636295494,0.4010160739568585
647,0.28050303989339553,0.9778462563504622
648,0.31015241109352876,0.9348713250603814
649,0.47455650870325644,0.21096027317398183
650,0.9968351794786374,0.8607478970600483
651,0.6928458399267095,0.848005330224036
652,0.6178062796701924,0.29324560672940786
653,0.555675855750812,0.11826434579828433
654,0.7821270925293579,0.536270508869826
655,0.1390022486882652,0.4553177313233947
656,0.23036562005496794,0.042891646539518616
657,0.4668110269009744,0.3846089780961106
658,0.424002665112018,0.07145831598234363
659,0.04130923627883735,0.07437328225201965
660,0.3622053801948863,0.7122511868076955
661,0.36903472974098445,0.35637544765553425
662,0.00724577329890897,0.14716415424335805
663,0.9296243857749646,0.9192970767052553
664,0.9262097110019155,0.3193970184059299
665,0.963687848754893,0.6899308736570334
666,0.5388523361372533,0.7030065794952944
667,0.7678854001832265,0.6271341717331557
668,0.17714666444573998,0.8077787957025069
669,0.05546764387440659,0.34929624385774966
670,0.9176313816940118,0.6967602232031315
671,0.36237194969601066,0.8355126176397102
672,0.9770966935954026,0.3717831265095361
673,0.7311568251853086,0.7618888981427501
674,0.769634379945032,0.654368285166986
675,0.562421920546348,0.10668776547014241
676,0.7786291330057467,0.5458482551844758
677,0.8916465395186142,0.4534854668110269
678,0.03822770050803698,0.41359207129174647
679,0.8959773465478471,0.15007912051303407
680,0.5515116182227034,0.8699092196218873
681,0.09552760889481136,0.4871325060381444
682,0.6990089114683101,0.49745981510785375
683,0.6382943283084868,0.16890147414008494
684,0.989339551928042,0.08011993004080953
685,0.5788290164070958,0.18789039726826018
686,0.49779295411010244,0.40859498625801616
687,0.755559257100025,0.2021320896143916
688,0.9887565586741067,0.3264762222037145
689,0.8104439077204963,0.3861081036062297
690,0.4209211293412176,0.025734987923711167
691,0.6884317481469143,0.36720246522861666
692,0.30632131256766887,0.641292579328725
693,0.1613225618389273,0.006662780044973765
694,0.3512117931206796,0.8584159240443074
695,0.8455067877071708,0.4176730240692929
696,0.5960689597734655,0.41076038977263263
697,0.027150828683268093,0.09727658865661698
698,0.027150828683268093,0.9027234113433831
699,0.5960689597734655,0.5892396102273674
700,0.8104439077204963,0.6138918963937703
701,0.8455067877071708,0.582326975930707
702,0.3512117931206796,0.1415840759556925
703,0.1613225618389273,0.9933372199550262
704,0.30632131256766887,0.3587074206712751
705,0.6884317481469143,0.6327975347713833
706,0.4209211293412176,0.9742650120762888
707,0.9887565586741067,0.6735237777962855
708,0.755559257100025,0.7978679103856084
709,0.49779295411010244,0.5914050137419838
710,0.5788290164070958,0.8121096027317398
